user_gender,user_age,followers_count,following_count,is_verified,topic,content_length,has_media,device,language,likes,comments,shares,engagement_rate,account_age_days,engagement_tier
male,40,36278,3092,0,gaming,162,1,tablet,en,1405,114,31,0.06528981916413885,2881,medium
other,16,82574,364,0,music,152,1,web,tr,3699,344,110,0.060006170474218044,0,low
other,50,110816,5223,0,gaming,154,0,android,de,3142,171,139,0.062051220193765216,1180,low
female,53,101531,6355,0,travel,127,1,iphone,de,3229,256,61,0.06725404427395516,2928,medium
female,34,216368,7462,0,technology,82,1,web,fr,4747,406,81,0.0602961466278086,1251,low
male,16,70731,1834,0,politics,195,1,android,tr,2100,180,107,0.06020075628679781,1775,low
male,45,135611,7237,0,travel,76,1,iphone,de,4216,476,81,0.061712182726749144,1303,low
female,32,33468,4875,0,health,139,0,tablet,es,1170,72,74,0.06748208282567435,3020,medium
male,18,68195,863,0,fitness,75,0,android,tr,1955,256,157,0.06752019106798325,2049,medium
male,19,127784,7934,0,food,85,0,android,en,3937,509,171,0.06738207781794725,2027,medium
male,16,44076,2934,0,food,98,0,android,es,1158,70,95,0.05722297231903806,2319,low
female,39,5042,443,0,memes,140,0,iphone,tr,187,15,7,0.06448745801125633,1413,medium
female,47,10620,2010,0,travel,104,1,android,en,384,24,5,0.06021589130562704,3338,low
female,40,43792,8002,0,food,139,1,web,en,1710,253,114,0.07187680111823215,1646,high
female,44,168837,8773,0,fitness,103,1,iphone,tr,4767,557,322,0.06796985763620944,1105,medium
other,57,38578,4990,0,fashion,182,1,iphone,es,956,142,40,0.07042601301073141,1647,high
female,54,123454,8091,0,art,87,1,android,tr,4487,368,250,0.06869481360702484,755,medium
other,51,62101,3831,0,photography,168,1,iphone,en,2279,191,75,0.06773633417505666,751,medium
female,39,148980,8647,0,food,176,1,web,fr,4494,427,199,0.06170112687307624,1961,low
male,52,98813,4625,0,politics,122,0,iphone,tr,3570,438,186,0.06614466006755548,370,medium
male,28,140627,9017,0,fashion,78,0,tablet,es,3915,407,63,0.05824038987783402,2611,low
other,56,70978,6471,0,books,89,1,android,tr,4283,527,97,0.06216900790817293,0,low
male,22,93464,5642,0,fitness,91,1,web,de,3767,388,322,0.06911790057081942,2672,high
female,45,105856,9263,0,pets,110,0,iphone,fr,4114,610,227,0.0634251861598173,2845,medium
other,57,67679,9150,0,art,90,1,android,es,4092,284,155,0.062386787408451834,2556,low
female,16,80674,7281,0,fashion,212,1,web,tr,3323,168,175,0.05793998827148474,1879,low
other,45,94993,1115,0,books,136,1,android,es,3841,313,272,0.0561807363137699,2146,low
other,31,45304,4687,0,pets,95,0,iphone,fr,1590,172,109,0.07330046641914552,296,high
other,26,3889,8896,0,memes,94,1,android,en,99,10,4,0.058766370206700044,283,low
female,41,114084,131,0,gaming,133,1,web,es,3943,554,311,0.06408442774412441,621,medium
other,23,89119,7846,0,health,95,1,android,tr,3821,410,115,0.06045974810906187,124,low
other,54,119407,9171,1,health,124,1,android,es,4011,256,236,0.06664977109874294,2694,medium
female,56,1881,1370,0,health,137,0,iphone,en,60,5,2,0.08317190381608307,813,high
other,16,28654,5006,0,memes,122,0,iphone,tr,1157,100,52,0.06114406302585614,1556,low
other,22,112198,1515,0,politics,92,0,tablet,de,4516,345,98,0.0611616465093288,1340,low
male,39,160793,6772,0,music,179,0,web,fr,4775,444,458,0.07404691153694663,111,high
other,38,39663,4786,0,books,101,0,android,es,1410,200,136,0.06114108760549905,851,low
other,33,112526,257,0,books,114,0,android,fr,3356,233,172,0.07622247651888568,420,high
male,16,129298,2453,0,fitness,174,0,android,tr,4402,334,45,0.07711087467186481,308,high
female,28,3638,817,0,health,121,1,iphone,en,109,15,5,0.05328959457171429,1124,low
female,37,24430,3811,0,memes,101,0,tablet,tr,1044,146,47,0.06864303056192111,2473,medium
other,16,9569,8442,0,music,173,1,android,tr,296,19,27,0.05767863337949783,2838,low
male,38,89050,622,1,pets,96,0,android,es,3130,230,33,0.061456698413151094,3123,low
male,19,96010,4118,0,art,105,1,iphone,fr,4196,340,169,0.06161377901293546,931,low
female,51,98308,782,0,pets,84,1,android,es,4805,417,304,0.07140820277118028,3362,high
other,55,21353,362,0,technology,108,1,iphone,en,620,36,8,0.060353379493069646,3009,low
other,54,33552,3165,0,music,95,0,android,fr,1223,164,30,0.062369756508362253,162,low
female,16,38746,3027,1,fitness,86,0,iphone,fr,1666,198,87,0.0680801671806163,2584,medium
female,23,50254,2811,0,photography,200,0,android,tr,1782,150,116,0.07208870542177445,43,high
male,38,100985,2441,1,health,157,1,iphone,de,2835,151,194,0.05973125351223901,0,low
other,35,4405,7644,0,finance,103,0,web,de,281,20,21,0.05872844721373891,1876,low
other,47,38018,2098,1,pets,67,0,iphone,de,1845,176,176,0.08190094880107039,1532,high
female,19,55426,3169,0,art,112,0,web,fr,2281,246,190,0.06514543992174937,583,medium
other,16,54031,5114,0,memes,89,0,android,es,1420,129,64,0.06578972620573595,1302,medium
other,34,37264,6685,0,gaming,67,1,tablet,es,1187,69,31,0.060729059130134114,267,low
female,37,9903,503,0,education,134,1,iphone,en,261,30,13,0.06397534570867618,179,medium
male,25,34149,2325,0,gaming,126,1,iphone,fr,1501,165,48,0.07711490945315896,1927,high
female,53,24911,4952,0,education,175,0,android,de,1076,158,29,0.07127160966620277,849,high
other,38,98840,9802,0,books,107,0,android,tr,3029,171,172,0.05569752247672685,1322,low
female,52,134222,509,0,food,67,0,android,fr,4382,499,182,0.057862813997511205,165,low
other,46,5055,8301,0,art,179,0,iphone,de,143,16,12,0.062498828314909466,3301,low
other,27,3062,8896,0,education,82,0,web,en,127,15,11,0.08098103863136513,157,high
male,48,58569,8987,0,gaming,139,1,tablet,tr,1913,201,95,0.05837495092080679,1288,low
female,32,148837,8951,0,education,168,0,android,es,4826,631,209,0.07256091801982745,1002,high
other,17,80303,856,0,politics,127,1,android,de,2329,243,85,0.0597745199977603,3205,low
other,55,50991,3373,0,pets,137,0,tablet,de,1456,124,93,0.07432168493535932,3428,high
other,24,76969,252,0,finance,124,0,web,es,3753,453,65,0.0749951615222682,2436,high
female,16,61974,2188,0,fitness,108,1,android,es,3790,206,294,0.06435998979334394,1831,medium
female,20,140784,3616,0,travel,100,0,android,fr,3943,462,375,0.07294712283295511,818,high
male,19,41544,6317,0,memes,177,0,web,es,1129,106,45,0.05873326188967836,1187,low
female,27,44083,282,0,health,100,0,web,en,1814,179,86,0.06825629771807741,1227,medium
other,39,78020,2950,0,technology,143,0,iphone,de,4089,453,240,0.06348042971678368,256,medium
other,53,19906,4717,0,technology,144,1,iphone,fr,643,36,51,0.05841560984588933,0,low
other,20,83799,3678,1,fashion,194,0,android,fr,2365,330,211,0.06916980312247907,23,high
male,33,150327,4010,0,fashion,115,1,android,de,3657,321,252,0.06333660643175322,3374,medium
other,54,127477,8072,0,politics,187,0,iphone,es,3809,454,162,0.06414358502675845,2129,medium
female,25,4934,3637,0,finance,186,1,iphone,en,186,24,2,0.07432458901981366,217,high
other,26,68599,4020,0,gaming,136,1,web,es,2778,168,157,0.05968083670901896,676,low
female,23,71524,4293,0,memes,115,0,iphone,fr,2329,206,51,0.07199852511876988,3280,high
other,32,81166,1887,0,music,153,0,iphone,tr,2859,228,81,0.05596217201946055,414,low
other,23,35345,4402,0,education,80,0,web,de,1470,130,83,0.0746267982543862,1613,high
female,31,7126,4626,0,education,120,1,android,es,176,15,2,0.06007039413647463,821,low
other,38,134555,4590,0,politics,148,1,android,es,3328,225,297,0.0669241029866369,2600,medium
female,46,21581,4556,0,books,228,0,web,fr,602,41,11,0.06143470568679264,1935,low
male,54,53382,5259,0,fitness,210,1,android,fr,2176,208,150,0.06481793641836506,2722,medium
male,33,92562,899,0,health,190,0,web,de,2643,149,81,0.06704239693813774,2038,medium
female,37,82137,249,0,finance,124,1,web,de,2421,169,116,0.07240903526056447,2692,high
female,30,135907,6794,0,memes,122,0,tablet,tr,3995,514,393,0.07474719051218873,3372,high
male,53,36678,1225,0,politics,116,0,android,de,1006,146,43,0.0677913278093913,552,medium
other,54,77651,4051,0,finance,85,0,tablet,en,2326,297,46,0.06788552284217045,806,medium
other,40,161372,8314,0,food,145,1,iphone,de,4733,615,304,0.06462907042177976,1567,medium
other,17,149519,1713,0,music,86,1,iphone,en,4481,507,107,0.060528670199569756,94,low
other,44,76136,7292,0,education,116,0,iphone,fr,2333,190,183,0.05891254784640386,2760,low
female,25,8748,5357,0,fashion,166,1,android,de,455,45,10,0.06217083801474919,866,low
other,49,55732,1275,0,pets,105,1,tablet,en,1810,95,92,0.06415284674534158,221,medium
other,28,105878,8934,0,photography,131,0,tablet,tr,4115,239,327,0.05647440870906364,1932,low
male,29,36964,6581,0,pets,92,0,android,fr,1601,110,58,0.06116247122821871,609,low
female,55,71620,7885,0,finance,135,1,android,tr,1777,219,23,0.07354054195370481,1309,high
other,27,83477,7754,0,pets,72,1,web,fr,2166,230,178,0.07850828684964106,0,high
other,20,120855,4518,0,gaming,116,0,iphone,de,3205,411,320,0.0677810068847694,1877,medium
male,29,18751,2001,0,memes,120,0,tablet,es,620,49,48,0.06092185635702479,1596,low
other,46,145535,3624,0,pets,78,1,iphone,en,3849,573,185,0.07211777674798289,3385,high
male,20,87642,9238,0,education,142,0,iphone,tr,2870,242,125,0.050963273211348366,2709,low
female,33,15594,6224,0,food,144,1,android,es,496,54,45,0.07515651853066076,2029,high
female,50,25078,4952,0,travel,109,1,web,de,1013,64,40,0.05891507346984949,1085,low
male,28,143979,6759,0,gaming,146,1,tablet,es,4525,395,432,0.08025442792987594,1218,high
other,39,52886,8871,0,fitness,107,0,iphone,de,1794,268,141,0.06176557813115673,1306,low
other,25,42095,1976,0,travel,113,1,android,fr,1883,233,177,0.07500560320025532,1803,high
male,48,98658,1235,0,food,101,1,android,fr,3384,394,117,0.06680101821626878,592,medium
male,21,31065,6852,0,politics,96,1,android,fr,1140,139,75,0.07181634508263451,750,high
male,26,32546,1099,0,fashion,81,0,iphone,fr,822,118,10,0.060274431381987736,2825,low
male,48,113867,2571,0,politics,77,0,iphone,tr,3293,434,47,0.07088108273333066,3115,high
male,46,93641,9667,0,health,65,0,tablet,de,3091,382,251,0.0728133015609656,1985,high
male,46,96035,4132,0,art,106,0,iphone,es,2981,174,187,0.07280250035477306,3485,high
other,17,49563,2893,0,education,78,0,iphone,de,1647,235,69,0.07454797956664912,856,high
other,54,70358,1426,0,fitness,205,1,web,en,2500,239,209,0.0657638111663969,2384,medium
other,16,48374,188,0,education,170,1,tablet,de,2076,219,89,0.06077263564085459,1901,low
other,32,19574,9887,0,memes,191,0,iphone,es,701,46,65,0.061092996655859995,2565,low
other,52,64250,6900,0,finance,115,1,iphone,de,2519,176,159,0.0735581820397758,1740,high
male,22,105447,1130,0,education,105,1,android,es,4695,400,330,0.06207937089403115,2714,low
male,16,16389,9469,0,health,71,0,android,fr,512,30,37,0.07580454243479243,3473,high
other,16,56470,5933,0,photography,100,0,android,tr,1826,217,85,0.07323268872884998,1759,high
other,48,5932,3148,0,politics,143,0,android,fr,331,41,6,0.07263560369298691,2627,high
male,28,97460,9115,0,music,138,1,iphone,fr,3338,366,90,0.0638008506184063,2419,medium
female,21,98545,6672,0,travel,91,0,web,de,2771,260,204,0.07174797018671328,3329,high
female,21,127378,5848,0,fitness,155,1,web,de,3596,247,174,0.06580635252894511,2086,medium
male,32,116088,6166,0,food,121,1,android,tr,3176,274,114,0.0617758662323481,70,low
female,46,32945,6343,0,politics,124,0,tablet,en,1102,81,56,0.06939526723602826,812,high
female,48,22921,6981,1,health,166,0,web,de,897,86,82,0.06575140148760965,685,medium
other,36,4394,9433,0,politics,83,1,android,en,200,27,14,0.06891872402492194,1637,high
male,22,36704,2147,0,gaming,149,0,tablet,en,1107,87,51,0.06582305765850593,3241,medium
female,34,1592,6274,0,pets,111,0,android,es,50,7,0,0.06610016291046689,528,medium
female,41,147042,9604,1,food,76,0,iphone,de,3918,235,239,0.06749756336619643,2257,medium
female,20,125669,2930,0,travel,104,1,iphone,en,3484,243,60,0.06086423218046843,806,low
male,46,53386,3698,0,food,79,0,android,en,1885,232,98,0.062362724893633405,1113,low
female,55,25455,51,0,photography,160,0,android,en,1117,118,90,0.07755753342033364,1012,high
male,17,87162,4720,1,politics,154,1,iphone,de,2998,158,66,0.06771191322186294,552,medium
male,18,50855,6627,0,books,132,1,iphone,fr,1613,94,115,0.06947303363267959,2022,high
male,25,20286,479,0,finance,167,0,tablet,en,690,85,49,0.06500630749056051,1211,medium
female,43,105094,6158,0,gaming,113,0,android,fr,3955,294,206,0.06294221299083477,3315,low
male,20,144393,9053,1,technology,85,1,iphone,de,4536,589,180,0.07458867591174052,233,high
male,50,18271,4708,0,food,167,1,iphone,es,623,63,12,0.05740277530652781,3398,low
other,40,104578,620,0,fashion,81,1,iphone,tr,4031,546,223,0.06542201266118926,2903,medium
female,33,8483,9941,0,travel,112,1,web,fr,289,35,24,0.08745441477866239,1851,high
male,20,39732,2305,0,education,145,1,web,es,1417,115,88,0.06436205142933003,2994,medium
male,51,76824,2966,0,books,184,1,web,fr,2393,187,228,0.07629344563895461,1899,high
male,16,96301,9747,0,food,77,0,tablet,de,3084,438,250,0.06262997015372199,3274,low
other,20,70749,7934,0,art,215,1,android,de,3047,306,50,0.06694128979710967,451,medium
female,37,47505,3640,0,memes,160,0,iphone,de,1734,118,92,0.07531950842565222,551,high
female,37,10890,5217,0,memes,172,1,android,en,292,19,25,0.06871731443816682,765,medium
male,44,62182,8974,0,fitness,145,0,iphone,es,2755,203,227,0.06629237349562,3083,medium
female,28,10064,5421,0,food,119,1,iphone,es,593,58,39,0.061270231128641356,1527,low
other,34,82978,7227,0,gaming,83,1,tablet,en,4267,452,132,0.06920288679939385,3059,high
male,39,82876,2441,1,gaming,108,1,android,tr,2744,144,232,0.0609456724906009,198,low
female,19,41674,9678,0,health,103,1,web,es,1409,201,83,0.06991382353093936,1413,high
male,28,23376,1099,0,fitness,152,0,iphone,es,807,59,43,0.05851333700518212,3093,low
male,52,105071,5830,0,memes,126,1,android,fr,2833,170,79,0.07142121346253295,1508,high
male,24,26349,4989,0,memes,84,0,iphone,fr,1669,201,63,0.07428417677395975,3324,high
other,34,34101,6834,0,politics,144,0,android,tr,1090,125,22,0.06731959752211891,705,medium
female,35,57051,1565,0,finance,116,0,web,en,1453,206,91,0.06248894042905496,1728,low
male,16,15799,7802,0,art,152,0,web,de,650,83,43,0.07443502925117543,1074,high
female,52,49324,2942,0,books,87,0,web,tr,1729,216,92,0.06368687052129032,3038,medium
other,35,54580,3062,0,photography,117,1,tablet,de,2163,311,129,0.06320035456782948,2397,low
female,51,28709,8077,0,politics,103,1,iphone,fr,1133,122,54,0.0547268967699043,0,low
female,48,106864,6665,0,politics,176,1,iphone,en,3817,463,307,0.06534128990599947,370,medium
female,37,2026,6608,0,food,74,0,android,en,45,3,4,0.0497245412934768,518,low
female,48,89248,6886,0,music,127,0,iphone,en,2132,284,192,0.06515430318922828,1355,medium
female,49,105850,1090,0,politics,188,0,android,de,3664,496,141,0.06967068569473998,1180,high
male,30,167534,5530,0,gaming,98,1,web,en,4168,380,148,0.06463392504730389,490,medium
other,26,146369,3220,0,fashion,117,0,android,es,4840,595,466,0.07220117269707249,832,high
female,19,52595,655,0,health,130,0,iphone,en,1386,164,99,0.06843182491197033,2736,medium
other,45,34424,8206,0,travel,155,1,tablet,tr,1164,84,110,0.06719363227557619,246,medium
other,55,73454,2671,0,books,138,1,web,de,2349,164,191,0.07609650766122773,2932,high
male,30,73662,8229,0,fashion,118,0,iphone,en,2192,191,202,0.06300605365914803,3221,low
other,30,193333,7323,0,fashion,121,1,tablet,en,3997,403,174,0.0690485350325702,1383,high
other,38,133040,4169,0,education,136,0,android,en,3867,417,325,0.06040159445699189,681,low
female,50,34566,2403,0,fitness,117,0,web,es,1375,71,20,0.07108977942839612,1735,high
female,41,38985,3929,0,politics,68,1,iphone,es,1084,92,52,0.06216855461275095,2872,low
male,37,76433,2441,1,health,124,0,iphone,fr,2727,218,75,0.06902793507448576,81,high
male,56,133465,9592,0,technology,138,1,web,en,4978,632,67,0.0655304814964287,1466,medium
female,30,21212,7215,0,pets,181,0,web,de,580,77,5,0.06697703388856506,3285,medium
female,31,78978,1187,0,fashion,137,1,iphone,de,2596,209,245,0.07095700245064011,449,high
other,22,99128,544,0,fashion,134,0,web,en,3184,236,301,0.06562250438329446,375,medium
male,16,93365,4720,1,gaming,173,1,web,es,3063,193,217,0.07051467604026636,351,high
other,40,150568,4562,0,health,132,1,tablet,fr,4598,585,139,0.06079414566979905,127,low
female,33,147191,2257,0,fitness,128,0,iphone,es,4415,439,93,0.06716030018355065,2542,medium
female,41,20005,3929,0,technology,120,0,android,de,1114,60,107,0.06532559287030079,2589,medium
other,28,86899,8678,1,music,121,0,iphone,es,2544,134,32,0.0628026571277499,1904,low
female,16,96582,1147,0,memes,178,0,iphone,es,3910,467,269,0.06402044058634528,1783,medium
male,49,40797,468,0,travel,175,1,iphone,tr,1977,282,72,0.07045485344571023,2578,high
male,22,102086,7832,1,technology,117,1,web,de,3487,402,153,0.061196547971069326,1263,low
female,16,84619,3063,0,memes,112,1,android,fr,2740,202,36,0.06308438100777881,245,low
male,49,125138,9009,0,memes,65,1,web,de,4907,579,356,0.0696114526448063,136,high
other,33,66732,7041,0,technology,129,1,android,fr,1926,281,94,0.06608787406894298,213,medium
female,38,96643,9546,0,art,92,1,android,fr,4474,511,218,0.06763978471863336,2072,medium
female,38,78156,393,0,food,117,0,android,de,2874,247,154,0.06712820582748884,2916,medium
other,33,114298,2775,0,health,125,0,android,es,4264,518,51,0.060948400501715363,488,low
other,58,33343,1515,0,politics,100,0,tablet,tr,1092,70,79,0.06288296507621494,573,low
other,35,64418,5431,0,health,82,0,web,es,2055,152,76,0.05887385361157948,686,low
male,30,76535,3204,0,art,139,0,android,en,3173,159,94,0.07421312908883099,1955,high
other,37,47513,4786,0,politics,149,1,android,en,1377,135,28,0.06995429093735958,1062,high
male,40,49892,1719,0,books,139,1,iphone,tr,1643,217,98,0.07016764086956404,500,high
other,16,20648,6703,0,technology,126,0,iphone,fr,1126,98,28,0.07159743804024334,8,high
other,25,44015,7093,0,gaming,191,0,iphone,en,2362,164,54,0.05093599924974178,901,low
male,32,100674,7749,0,gaming,113,1,iphone,en,3424,467,114,0.05320680555988765,2208,low
female,21,127435,7269,0,photography,124,1,android,es,4450,359,100,0.06127591333914051,2630,low
female,46,58961,1833,0,books,90,1,tablet,tr,2064,216,98,0.05991890026987551,1368,low
male,32,31787,5206,0,music,131,1,tablet,de,1081,93,26,0.0634129108973559,2348,medium
male,20,9211,5156,0,music,67,0,iphone,tr,307,18,27,0.07011688327716344,2790,high
female,27,149406,5162,0,health,125,0,android,fr,4064,474,116,0.06905750461077378,1132,high
other,47,91385,3301,0,politics,106,1,iphone,fr,4033,531,77,0.06134147721309073,868,low
female,47,35630,2450,0,books,156,0,android,fr,1592,116,115,0.06996982843462121,1511,high
female,39,6708,503,0,music,135,0,iphone,es,263,20,23,0.06160198485836444,0,low
male,53,15511,6488,0,gaming,164,1,web,tr,461,40,13,0.062317898970248024,3121,low
female,38,55706,6182,0,food,102,0,android,es,1473,142,61,0.06192848619774969,2284,low
other,17,72223,3581,0,food,187,1,android,de,2697,209,145,0.07459335245980167,3071,high
male,36,45211,7424,0,education,100,1,iphone,de,2805,233,254,0.06644154457965469,2506,medium
female,56,59660,203,0,gaming,98,1,android,de,3018,175,224,0.07513187138503132,1769,high
male,41,4177,7050,0,education,154,1,android,tr,166,20,16,0.06468605253175937,3379,medium
female,28,128911,6978,0,health,84,0,iphone,fr,4913,651,409,0.07553824468752576,2246,high
female,43,13756,603,0,photography,129,0,iphone,en,497,33,43,0.06566750292158256,390,medium
male,27,146779,3507,0,photography,111,1,tablet,tr,4785,342,331,0.06278808761833278,1812,low
male,49,83764,5026,0,art,115,1,tablet,de,2872,289,91,0.0662424417589528,0,medium
female,24,10997,4194,0,pets,116,0,web,es,316,43,18,0.06966914095944074,427,high
other,30,78798,1146,0,photography,94,1,iphone,fr,3051,202,148,0.04949299411191896,1386,low
other,16,109752,1713,0,health,67,1,tablet,tr,4417,577,209,0.04961033543573506,158,low
female,25,151839,6777,0,politics,74,0,android,es,4856,268,325,0.07535729074567589,1157,high
male,55,69789,5965,0,technology,83,1,iphone,de,3372,418,100,0.07370819647112344,363,high
male,38,151780,5767,0,art,109,0,android,tr,4681,466,438,0.07965467863022287,2242,high
male,36,76452,7096,0,fitness,137,0,android,fr,2451,298,134,0.06625386200741183,2390,medium
other,35,117302,8559,0,pets,108,1,web,tr,4030,390,169,0.05818198162861202,1123,low
male,27,43109,4628,0,music,95,1,android,fr,1112,108,88,0.06648249694409399,3034,medium
male,30,66445,6829,0,gaming,143,0,iphone,en,2554,141,101,0.06365817756994806,1118,medium
female,41,187669,3502,0,music,61,1,iphone,fr,4362,488,69,0.05823593785521764,1747,low
male,56,67192,3892,0,music,204,0,web,de,2321,291,137,0.07705064787662685,1890,high
male,55,47872,365,0,education,108,1,web,tr,2193,248,177,0.08394836259462324,2568,high
other,39,148428,7479,0,art,125,0,web,en,4892,691,150,0.07031250771328615,1794,high
male,51,62145,1556,0,education,138,0,android,de,2610,269,43,0.06353492348075898,3173,medium
male,48,71960,6462,0,education,100,0,iphone,de,2837,247,130,0.058066637892480476,2857,low
male,39,71925,5679,0,fashion,113,1,android,es,2257,327,73,0.07801767469901319,330,high
male,58,145440,7794,0,food,131,0,iphone,fr,4346,386,194,0.06529037041318862,319,medium
male,43,42564,3805,0,memes,214,0,iphone,en,1649,172,26,0.0639017629290595,914,medium
other,55,178537,2988,0,politics,194,1,android,tr,5039,318,234,0.0673341983783509,590,medium
male,47,170850,3404,0,fitness,90,1,tablet,fr,4673,622,189,0.06472173063309412,1193,medium
male,43,120145,4257,0,fashion,126,0,android,es,3102,249,303,0.06836715726622507,43,medium
female,46,11482,9065,0,art,152,0,iphone,en,356,52,5,0.0600434729004514,828,low
female,56,21755,6047,1,photography,182,0,iphone,tr,606,84,17,0.07803994057336508,2959,high
other,19,67517,9433,0,pets,84,1,android,fr,3548,223,129,0.06165013626745601,0,low
female,49,105435,4897,0,books,161,1,web,de,3821,364,344,0.0763325691896231,1062,high
other,22,28500,7367,0,politics,131,0,tablet,fr,1196,128,24,0.0662113419978481,3192,medium
male,27,128619,8703,0,politics,75,1,android,fr,4070,556,79,0.06386455763663403,2608,medium
female,40,24226,3394,0,gaming,189,0,tablet,de,906,86,40,0.05822828335586751,2746,low
male,16,42820,2573,0,art,180,0,iphone,de,1517,88,122,0.07171957829215614,491,high
other,43,97018,3503,0,books,123,0,web,es,2299,259,220,0.06278878587172353,619,low
other,33,5252,6285,0,pets,182,1,iphone,fr,197,12,13,0.06740309507602071,1343,medium
other,48,26663,8059,0,food,196,1,iphone,en,881,65,36,0.06877626217277356,519,medium
other,30,124340,9972,0,food,126,0,tablet,tr,4293,235,362,0.06542749215417108,854,medium
other,47,112152,4084,0,books,106,0,tablet,de,3624,430,86,0.05504173519597619,2423,low
other,53,58130,9883,0,photography,103,0,android,es,1999,297,135,0.07077053916473523,2654,high
other,56,66077,486,0,health,166,1,android,en,1986,257,189,0.07401728591623515,935,high
other,26,33584,8460,0,fitness,144,1,web,de,901,122,55,0.06606267207492802,1049,medium
female,23,103954,6628,0,health,153,1,tablet,fr,2554,270,68,0.06257773876411607,0,low
female,46,32254,6657,0,politics,103,0,tablet,es,1006,76,26,0.06379336109810971,1085,medium
other,49,102082,861,0,finance,133,1,android,fr,2989,359,239,0.06699309305229817,2117,medium
female,45,67377,4359,0,finance,188,1,web,en,2940,148,165,0.05841972349667716,3296,low
other,17,41329,631,0,pets,126,1,android,fr,1385,187,131,0.06958437902934189,359,high
male,52,69665,7691,0,technology,78,0,iphone,de,1922,181,51,0.06884234316673249,466,high
female,22,86124,1915,0,photography,166,1,tablet,tr,2347,205,75,0.056110185163175716,2429,low
female,28,19224,6675,0,fitness,95,0,android,en,641,32,32,0.06374921877324626,2073,medium
female,41,103597,9817,0,fitness,135,0,web,fr,2981,194,180,0.05787706882709135,2505,low
male,35,117744,6132,0,politics,150,0,android,en,3495,299,81,0.06743229017165767,3404,medium
other,24,4934,3467,0,technology,99,1,android,es,120,13,5,0.05931973732444302,1764,low
female,43,8489,600,0,books,173,1,android,fr,251,37,13,0.05995837606279898,944,low
other,44,80385,2650,0,technology,119,1,tablet,fr,2880,313,245,0.06908990297685333,1053,high
female,25,149329,9835,0,fashion,147,1,android,fr,4598,494,87,0.057145018807330236,1315,low
female,53,51273,314,0,technology,86,0,iphone,tr,3155,162,277,0.05871709006850711,2193,low
other,48,26511,8059,0,health,151,0,android,en,791,74,13,0.05371328561529296,386,low
other,25,29818,8688,0,politics,73,0,android,fr,1933,183,26,0.05999101938404495,1133,low
male,41,16856,876,0,music,129,1,web,de,858,48,24,0.06968676970527894,1143,high
female,19,103722,6788,0,education,129,0,android,fr,3241,298,225,0.06395527711218138,430,medium
other,16,15458,5966,0,politics,156,0,web,tr,473,69,12,0.0704810659724172,566,high
male,45,91511,6083,0,photography,92,1,web,fr,4005,521,370,0.06568838325307151,1103,medium
male,22,115187,1126,0,travel,49,1,iphone,tr,4507,271,438,0.07147308173779957,1480,high
male,55,185820,9238,1,travel,115,1,android,tr,4822,331,244,0.058130244894831186,2457,low
male,51,22726,2908,0,fashion,53,0,iphone,es,851,86,49,0.06785066021523911,1104,medium
other,56,118802,1057,0,photography,180,1,tablet,de,2759,245,49,0.06446491030906873,2534,medium
other,54,68169,9324,0,gaming,130,1,android,en,2306,205,139,0.08061610511136702,3131,high
female,25,30950,9515,0,memes,104,1,android,es,947,113,89,0.07302516023364058,607,high
other,41,21498,8703,0,travel,87,1,web,en,498,46,46,0.05944367312190545,3167,low
female,26,73388,999,0,photography,178,0,iphone,fr,2407,269,89,0.07067328398917298,1533,high
other,28,96084,5538,0,politics,136,1,android,es,3999,533,279,0.08182904682291124,1163,high
female,52,82152,5445,0,politics,123,0,web,tr,2859,167,147,0.05596496336695404,3545,low
female,25,61306,2517,0,memes,142,1,iphone,fr,2055,212,191,0.06362538220586471,67,medium
female,18,42141,7759,0,fashion,162,1,android,tr,1872,157,26,0.05991970498551727,855,low
other,20,21670,1644,0,photography,91,1,tablet,tr,766,99,28,0.06494586298894817,2350,medium
other,44,81928,367,0,pets,136,1,tablet,de,3108,340,146,0.0625365624893527,1111,low
female,46,6300,9426,0,art,111,1,tablet,es,169,11,3,0.05261016150953886,2793,low
other,54,114968,5329,0,fitness,116,0,tablet,de,3842,225,278,0.07368158906577056,3230,high
male,56,103734,6712,0,gaming,128,0,iphone,fr,3769,409,347,0.062177504947399244,3162,low
other,56,53729,1958,0,fitness,107,1,tablet,fr,1835,237,114,0.06745972952655367,2692,medium
male,23,40066,9344,0,photography,151,0,web,de,1299,116,65,0.07264035912629443,1132,high
other,45,8340,690,0,fitness,106,1,web,tr,256,33,8,0.06881889085712488,65,high
other,43,55339,497,0,finance,147,0,iphone,fr,2367,271,62,0.061650750181949765,3138,low
male,45,73310,7460,0,health,169,0,tablet,de,3099,258,111,0.05705044281117835,3221,low
female,47,26260,7447,0,fashion,120,0,iphone,tr,735,87,35,0.06739460480775386,2669,medium
other,52,63214,4051,0,art,165,0,tablet,fr,2361,208,89,0.06220179881372579,835,low
female,22,56587,4979,0,politics,117,1,iphone,fr,2607,240,54,0.0644958233152834,595,medium
female,47,127822,8028,0,pets,152,1,iphone,tr,3851,355,179,0.05655187357274459,883,low
female,29,71044,327,0,finance,152,1,android,tr,2145,161,58,0.06710604476603753,3476,medium
female,41,9851,366,0,food,146,0,tablet,en,460,35,7,0.06156241247277165,2472,low
