user_gender,user_age,followers_count,following_count,is_verified,topic,content_length,has_media,device,language,likes,comments,shares,engagement_rate,account_age_days,engagement_tier
other,37,73708,2052,0,fitness,138,0,web,tr,3685,389,86,0.0564,3130,low
other,37,89721,2732,0,travel,110,1,web,de,4475,492,165,0.0572,1465,medium
other,36,31469,4687,0,books,73,1,iphone,fr,1595,216,83,0.0602,397,high
other,59,69807,2304,0,health,128,1,android,es,3435,296,42,0.054,1486,low
female,33,82940,3363,0,finance,127,0,android,en,4115,399,81,0.0554,3359,low
other,46,98982,3998,0,fashion,119,1,web,fr,4951,342,94,0.0544,1126,low
other,22,91656,6497,0,photography,161,1,tablet,de,4425,266,330,0.0548,2386,low
other,26,55924,8033,0,pets,199,1,iphone,de,2861,290,202,0.06,1860,high
other,32,25571,9669,0,health,149,0,android,de,1244,123,105,0.0576,1008,medium
other,55,37516,8098,0,gaming,67,1,iphone,fr,1861,115,127,0.0561,2791,low
other,26,72248,3765,0,health,83,1,tablet,fr,3661,542,327,0.0627,2129,high
other,22,39340,2250,0,finance,130,0,iphone,tr,1875,97,97,0.0526,342,low
male,26,35837,4533,0,education,121,0,tablet,es,1784,265,95,0.0598,1963,high
other,42,70918,8603,0,finance,120,0,android,en,3677,419,122,0.0595,3247,high
other,54,28802,3734,0,art,197,0,tablet,en,1414,103,23,0.0535,1825,low
male,20,11230,8315,0,memes,72,1,web,es,594,49,11,0.0582,584,medium
female,57,67497,4959,0,fashion,98,0,android,en,3424,280,228,0.0583,2977,medium
female,33,32739,9245,0,fitness,123,1,tablet,fr,1643,158,73,0.0572,135,medium
male,38,34140,466,0,travel,154,0,tablet,fr,1652,139,21,0.0531,1442,low
male,20,46140,7823,0,travel,76,1,android,es,2274,240,34,0.0552,2969,low
female,38,90441,2257,0,politics,111,1,iphone,de,4567,445,342,0.0592,2780,high
male,49,12793,168,0,pets,201,0,iphone,tr,646,55,49,0.0586,2434,medium
male,30,2573,5331,0,finance,110,1,tablet,fr,106,15,1,0.0474,2777,low
other,39,31366,8962,0,technology,130,1,tablet,en,1560,204,104,0.0596,100,high
male,59,55317,4384,0,books,101,0,iphone,fr,2849,354,237,0.0622,3217,high
male,18,45798,6891,0,education,139,1,android,en,2306,157,201,0.0582,1979,medium
male,43,92440,2753,0,music,175,0,iphone,es,4448,377,396,0.0565,1033,low
other,23,24541,1875,0,education,122,0,web,tr,1202,78,75,0.0552,1440,low
female,58,34338,857,0,technology,197,1,tablet,fr,1809,224,47,0.0606,899,high
male,56,66642,4939,0,fitness,83,1,tablet,de,3390,417,49,0.0579,2893,medium
male,53,2152,2412,0,music,137,1,tablet,tr,109,8,2,0.0553,578,low
male,20,11056,4537,0,pets,93,0,iphone,es,598,51,31,0.0615,638,high
male,24,99147,6291,0,education,142,0,web,de,4990,458,249,0.0575,2101,medium
other,30,97899,6272,0,books,117,1,iphone,de,4925,600,88,0.0573,2663,medium
male,29,38291,3591,0,books,52,1,tablet,tr,1942,252,36,0.0582,517,medium
female,25,62634,5215,0,art,173,0,web,tr,3134,294,162,0.0573,3417,medium
male,49,86726,7156,0,books,167,0,web,es,4341,495,405,0.0604,2470,high
male,47,96498,362,0,music,104,0,iphone,en,4843,646,350,0.0605,2252,high
male,19,49968,6136,0,music,152,1,web,fr,2516,323,195,0.0607,819,high
male,50,98748,5335,0,art,104,1,android,en,4869,577,447,0.0597,1571,high
male,25,90651,2694,0,music,110,1,web,en,4686,492,422,0.0618,2947,high
other,41,49626,2199,0,finance,123,1,iphone,fr,2471,329,182,0.0601,2335,high
female,46,71876,4277,0,fitness,79,1,iphone,de,3612,184,210,0.0557,6,low
male,44,21883,1912,1,education,130,0,tablet,de,1086,73,39,0.0547,528,low
other,51,76239,9229,0,art,147,0,iphone,de,3991,211,201,0.0578,3121,medium
male,37,28482,7161,0,politics,98,1,tablet,tr,1410,88,92,0.0558,2461,low
other,58,24651,1452,0,politics,130,0,android,en,1202,113,118,0.0581,781,medium
other,37,85479,7381,0,gaming,106,1,tablet,tr,4212,482,236,0.0577,3579,medium
female,51,60774,1649,0,technology,141,0,iphone,en,3035,154,176,0.0554,1864,low
male,20,12998,5952,1,technology,144,0,android,en,607,55,48,0.0546,1629,low
other,40,96446,5536,0,politics,85,0,web,de,4880,672,331,0.061,1658,high
other,48,37783,2978,0,pets,106,0,tablet,en,1942,176,27,0.0568,2451,medium
female,36,52344,5923,0,memes,139,0,web,en,2676,168,36,0.055,940,low
female,33,51663,5668,0,music,92,1,iphone,fr,2584,295,29,0.0563,1965,low
other,41,65247,6156,0,fashion,161,1,android,en,3328,271,114,0.0569,1301,medium
other,54,12496,7500,0,finance,93,0,iphone,tr,603,60,51,0.0571,2666,medium
male,58,16316,8128,0,pets,175,0,iphone,fr,842,112,58,0.062,3138,high
other,48,37783,2978,0,memes,97,0,tablet,es,1872,251,101,0.0589,2552,high
female,41,31249,7073,0,gaming,167,0,iphone,fr,1568,104,131,0.0577,2688,medium
female,36,17601,4689,0,technology,129,1,tablet,de,933,81,49,0.0604,1382,high
other,40,5059,4415,0,technology,135,0,tablet,fr,225,29,21,0.0544,0,low
female,51,66870,7423,0,food,97,0,tablet,tr,3372,398,82,0.0576,0,medium
other,32,15436,8863,0,education,82,1,tablet,fr,769,74,40,0.0572,0,medium
female,28,74477,4403,0,finance,133,0,web,es,3663,361,297,0.058,3551,medium
male,24,55270,5004,0,travel,116,0,android,tr,2919,224,288,0.0621,641,high
other,30,3197,7231,0,fitness,166,1,iphone,es,160,23,15,0.0619,3207,high
other,35,25689,2947,0,finance,142,1,tablet,de,1290,169,90,0.0603,1928,high
male,54,58294,126,1,fitness,174,1,tablet,fr,2849,223,121,0.0548,1858,low
other,26,15932,3325,0,memes,133,0,web,tr,783,47,70,0.0565,2137,low
other,52,23912,5617,0,education,139,1,android,fr,1204,144,68,0.0592,1613,high
other,35,77570,573,1,art,72,1,web,en,3928,584,144,0.06,3188,high
other,38,16235,9647,0,fashion,182,0,android,de,801,115,55,0.0598,2675,high
male,28,25752,118,1,art,154,1,web,en,1259,131,121,0.0587,2292,medium
male,17,23927,5959,0,gaming,135,1,tablet,fr,1161,81,115,0.0567,757,medium
female,24,93311,8458,0,photography,68,1,iphone,fr,4587,580,81,0.0562,0,low
male,46,11337,2232,0,technology,97,1,iphone,de,581,69,46,0.0614,2843,high
male,25,74653,5642,0,memes,144,0,web,tr,3713,472,151,0.0581,2750,medium
female,21,16111,3525,0,fashion,150,1,iphone,fr,810,83,72,0.0599,771,high
male,18,45798,6891,0,technology,93,1,iphone,de,2207,151,211,0.0561,1968,low
male,22,46022,8787,0,photography,62,1,tablet,de,2217,287,54,0.0556,2850,low
female,50,89017,782,0,art,180,0,iphone,de,4566,383,306,0.059,3062,high
male,43,64935,4485,0,education,136,1,android,fr,3225,206,36,0.0534,656,low
male,23,32492,6627,0,politics,173,1,web,fr,1680,221,153,0.0632,1700,high
female,21,45166,6111,0,books,84,1,web,de,2293,272,119,0.0594,2322,high
other,57,92995,5646,0,photography,96,1,web,es,4683,662,225,0.0599,131,high
other,18,62615,4803,0,education,119,1,tablet,en,3126,289,243,0.0584,3208,medium
other,46,94738,903,0,photography,99,1,web,en,4669,547,314,0.0584,3420,medium
male,53,98081,7695,0,pets,138,0,iphone,en,4895,555,196,0.0576,23,medium
male,50,62226,3652,0,education,176,1,tablet,es,3093,304,83,0.0559,0,low
female,60,81118,5978,0,travel,81,1,web,es,4104,237,85,0.0546,2526,low
other,39,80944,7732,0,memes,67,0,web,tr,3959,209,191,0.0539,1685,low
other,18,51310,6348,0,pets,140,1,web,tr,2653,363,83,0.0604,1099,high
female,18,82781,7361,0,fashion,129,1,web,fr,4145,604,42,0.0579,1582,medium
male,30,35915,4533,1,technology,155,0,android,en,1779,148,66,0.0555,3033,low
female,16,72279,1140,0,art,123,1,android,fr,3618,542,332,0.0621,2237,high
other,50,61167,1879,0,politics,92,0,web,fr,2986,388,90,0.0566,954,low
female,23,13391,8280,0,art,116,0,web,es,720,36,29,0.0586,0,medium
male,16,59766,7825,0,books,116,1,tablet,en,3059,350,105,0.0588,1291,high
male,49,23607,802,0,politics,145,1,tablet,es,1154,107,66,0.0562,552,low
male,60,86069,2224,0,memes,164,1,web,en,4205,452,330,0.0579,298,medium
other,28,72459,2694,0,art,99,1,tablet,tr,3566,385,236,0.0578,2960,medium
male,51,75531,1467,0,gaming,81,0,web,fr,3777,435,88,0.0569,3215,medium
female,50,78341,1224,0,travel,126,0,iphone,es,3829,393,196,0.0564,1575,low
male,19,23884,4932,0,food,123,1,tablet,en,1193,99,43,0.0559,2675,low
other,58,63569,3000,0,fashion,149,1,android,es,3236,407,32,0.0578,2292,medium
female,58,90776,9911,0,technology,131,0,web,fr,4605,474,138,0.0575,2696,medium
female,41,57899,3266,0,photography,190,1,web,es,2903,353,39,0.0569,142,medium
male,18,38216,7802,0,pets,177,0,android,de,1900,237,126,0.0592,1503,high
female,20,132,905,0,fashion,108,1,iphone,de,8,0,0,0.0606,904,high
female,26,31880,6915,0,technology,116,0,web,fr,1631,152,72,0.0582,2258,medium
female,51,32583,5042,0,photography,130,1,iphone,de,1689,117,158,0.0603,0,high
female,38,387,4833,0,music,118,0,android,es,18,2,1,0.0543,1367,low
male,48,94282,8509,0,pets,95,0,android,es,4816,706,370,0.0625,1499,high
female,35,79437,7749,0,technology,54,1,web,en,4049,224,253,0.057,309,medium
male,44,16219,6861,0,books,120,1,web,en,847,114,42,0.0618,386,high
other,16,58081,1108,0,music,113,0,web,en,2848,161,123,0.0539,1141,low
other,25,77364,6400,0,technology,220,1,tablet,en,3854,213,62,0.0534,1610,low
male,46,80611,3831,0,books,191,0,web,es,3997,572,250,0.0598,855,high
female,30,87127,9403,0,politics,129,1,tablet,fr,4316,397,309,0.0576,2227,medium
female,51,64987,9611,0,health,100,0,android,en,3240,462,150,0.0593,2633,high
female,21,41409,2246,0,memes,112,1,android,en,2104,247,136,0.0601,1957,high
other,52,49016,337,0,music,100,1,web,es,2490,307,242,0.062,323,high
male,24,68862,7832,1,technology,117,1,web,de,3487,402,153,0.0587,1263,medium
other,19,89760,8693,0,gaming,165,0,iphone,es,4401,354,327,0.0566,1800,low
other,47,83140,1531,0,memes,112,0,android,es,4220,308,90,0.0555,1790,low
other,25,61221,8621,0,fashion,122,0,tablet,es,2952,238,181,0.0551,0,low
female,53,67840,6927,0,fashion,198,0,android,tr,3464,261,87,0.0562,2067,low
male,34,29528,5904,0,fashion,170,0,iphone,es,1447,72,88,0.0544,2565,low
other,24,59074,4997,0,memes,166,1,tablet,de,2958,372,72,0.0576,1416,medium
other,25,91507,891,1,travel,112,1,android,fr,4520,603,440,0.0608,0,high
female,58,39018,1206,0,health,121,0,tablet,fr,1926,202,166,0.0588,1988,high
male,20,49856,9349,0,fitness,124,1,web,es,2471,261,61,0.056,532,low
female,45,60467,4814,0,fitness,143,0,android,en,2923,407,135,0.0573,1827,medium
female,60,34667,6268,0,fashion,117,1,tablet,es,1697,114,90,0.0548,3004,low
male,47,54346,3943,0,health,81,0,tablet,tr,2767,347,49,0.0582,473,medium
male,41,39271,618,0,fitness,130,0,web,es,1996,246,184,0.0618,1925,high
female,57,92966,2573,0,memes,197,1,iphone,es,4620,277,107,0.0538,823,low
other,54,91598,1129,0,photography,95,1,iphone,en,4539,266,180,0.0544,2244,low
male,57,60582,2572,0,education,147,1,iphone,es,3070,398,156,0.0598,1598,high
male,54,55167,7865,0,books,157,0,iphone,fr,2728,188,237,0.0572,60,medium
other,46,72789,1704,0,books,102,0,android,es,3647,442,330,0.0607,1914,high
female,50,96300,2036,0,pets,128,0,web,en,4922,323,99,0.0555,2223,low
female,42,64773,5152,0,travel,146,0,tablet,tr,3192,465,135,0.0585,0,medium
female,58,81765,1136,0,fashion,116,0,iphone,de,4155,341,171,0.0571,1062,medium
other,33,72400,1536,0,books,159,1,android,de,3605,379,76,0.0561,2871,low
female,29,81093,6138,0,fashion,135,0,tablet,en,4043,491,168,0.058,1134,medium
female,19,65800,4271,0,food,132,0,web,tr,3254,224,294,0.0573,0,medium
other,32,11430,2305,0,politics,160,1,tablet,es,529,43,25,0.0522,75,low
male,30,7150,4990,0,finance,146,0,web,de,354,49,9,0.0576,715,medium
other,19,70188,9780,0,fitness,202,1,android,tr,3414,273,142,0.0546,1411,low
female,45,46164,2848,0,fitness,143,0,iphone,es,2231,220,48,0.0541,2531,low
male,45,33944,4323,1,finance,155,0,android,en,1738,226,165,0.0627,769,high
other,37,22064,6961,0,gaming,88,0,iphone,es,1075,82,61,0.0552,2981,low
other,19,48024,6024,0,food,65,0,android,es,2379,322,175,0.0599,2758,high
male,39,62509,5267,0,fashion,157,1,tablet,tr,3135,355,46,0.0566,3150,low
female,34,97184,7866,0,art,128,1,tablet,de,4999,672,272,0.0612,557,high
female,23,94247,7730,0,music,63,0,tablet,de,4616,648,77,0.0567,1527,medium
male,50,57635,3609,0,art,129,1,tablet,fr,2949,244,240,0.0596,39,high
other,44,59126,8860,0,finance,190,0,android,fr,2942,262,244,0.0583,2358,medium
female,33,43346,327,0,health,82,1,tablet,fr,2175,220,58,0.0566,3322,low
female,30,68960,805,0,travel,195,1,iphone,tr,3351,351,329,0.0585,2240,medium
other,46,54100,1049,0,fashion,118,0,tablet,es,2698,156,161,0.0557,2272,low
other,34,68716,4116,0,technology,103,1,iphone,tr,3399,508,63,0.0578,2622,medium
male,24,57364,8677,0,travel,105,0,iphone,de,2808,290,80,0.0554,406,low
other,43,54067,6517,0,music,111,1,iphone,es,2670,393,233,0.061,2905,high
female,26,70074,5848,0,fitness,155,1,web,de,3596,247,174,0.0573,2086,medium
male,19,3938,220,0,food,97,0,android,en,185,19,7,0.0536,2423,low
female,29,3130,7815,0,music,109,1,tablet,de,150,9,10,0.054,2088,low
other,31,30460,1933,0,finance,113,1,android,fr,1574,110,148,0.0601,438,high
other,52,75942,2898,0,books,110,0,android,es,3729,315,306,0.0573,2496,medium
female,38,55614,3170,0,food,193,0,tablet,tr,2747,375,235,0.0604,3050,high
other,30,97899,6272,0,fashion,137,0,android,es,4886,572,421,0.0601,2637,high
female,43,58665,9817,0,fitness,138,0,iphone,fr,2817,258,65,0.0535,2425,low
female,42,42189,1784,0,fashion,74,1,android,en,2107,261,47,0.0572,2504,medium
other,37,40768,3680,0,pets,183,1,tablet,es,2014,232,85,0.0572,2632,medium
other,35,66073,2786,0,health,72,1,tablet,es,3380,350,161,0.0589,1803,high
female,49,1904,1119,0,art,209,1,iphone,tr,97,7,6,0.0578,618,medium
other,50,43331,4803,0,food,88,0,android,tr,2139,121,71,0.0538,976,low
female,52,5493,2122,0,education,81,0,tablet,es,266,24,15,0.0555,2045,low
female,21,15612,760,0,fashion,116,1,iphone,es,765,58,42,0.0554,2640,low
other,49,75514,1631,0,technology,125,0,web,de,3780,282,192,0.0563,503,low
other,31,59129,1458,0,books,217,0,tablet,de,2879,319,284,0.0589,0,high
male,19,86435,2453,0,art,131,1,iphone,de,4315,245,138,0.0544,164,low
other,32,79688,4692,0,fitness,107,1,tablet,en,4044,543,306,0.0614,1388,high
male,36,296,6507,0,photography,136,1,tablet,de,14,1,1,0.0541,3365,low
male,19,20352,8955,0,books,139,0,tablet,tr,1000,82,92,0.0577,2239,medium
female,33,30709,6132,0,gaming,124,0,android,de,1449,199,134,0.058,1079,medium
female,34,6485,8727,0,fitness,192,0,tablet,de,341,47,15,0.0621,233,high
female,41,93393,6301,0,fitness,115,1,tablet,en,4581,656,282,0.0591,1393,high
male,20,89346,7278,0,memes,139,1,android,es,4594,546,445,0.0625,151,high
female,17,75046,2188,0,fitness,108,1,android,es,3790,206,294,0.0572,1831,medium
female,26,96181,2940,0,education,85,1,android,en,4813,323,62,0.054,1081,low
other,56,38707,9883,0,health,99,1,tablet,en,2062,283,134,0.064,2507,high
male,43,21381,4232,0,photography,110,1,iphone,tr,1102,155,33,0.0603,2841,high
female,57,53604,5078,0,books,148,1,android,es,2634,202,36,0.0536,2235,low
male,39,49944,7096,0,fitness,106,1,web,de,2484,223,203,0.0583,2368,medium
male,47,59661,4823,0,health,182,1,tablet,de,2894,315,254,0.058,2659,medium
other,34,9495,2321,0,fashion,183,1,tablet,fr,512,26,34,0.0602,1330,high
male,49,84223,604,0,technology,131,1,android,de,4137,564,374,0.0603,1400,high
other,44,54504,2252,0,education,165,0,web,fr,2743,151,211,0.057,2989,medium
male,28,36331,1896,0,food,81,0,android,en,1770,113,19,0.0524,209,low
other,28,48240,7093,0,technology,112,0,web,es,2330,258,105,0.0558,988,low
male,25,900,9328,0,memes,90,1,tablet,de,38,2,3,0.0478,1776,low
other,48,23386,8206,0,travel,155,1,tablet,tr,1164,84,110,0.0581,246,medium
female,26,14928,9277,0,books,148,1,web,tr,696,88,22,0.054,2933,low
male,20,97280,6009,0,food,90,1,tablet,de,4995,495,282,0.0593,2286,high
male,47,36549,4202,0,fitness,124,0,web,en,1865,224,57,0.0587,2037,medium
female,51,33562,7061,0,fashion,158,0,tablet,fr,1657,199,147,0.0597,656,high
male,55,30588,2082,0,health,178,0,tablet,en,1503,186,132,0.0595,3259,high
male,50,8816,5413,0,music,129,1,iphone,en,449,66,25,0.0613,64,high
female,53,89897,6316,0,fashion,170,1,iphone,fr,4602,500,394,0.0611,2320,high
other,39,51827,6342,0,food,75,1,tablet,fr,2502,318,232,0.0589,1958,high
female,26,83038,2331,0,fitness,145,1,tablet,es,4114,248,227,0.0553,3217,low
male,48,39982,6599,0,education,79,1,web,es,1953,132,68,0.0538,2815,low
male,25,88311,6604,0,pets,94,1,iphone,es,4583,374,170,0.0581,2595,medium
female,21,60970,1850,0,books,106,0,web,es,2955,353,278,0.0588,697,high
other,38,42063,1312,0,gaming,187,0,tablet,en,2082,311,193,0.0615,664,high
male,48,20735,1362,0,education,90,1,iphone,en,1031,79,27,0.0548,2509,low
male,48,89774,2349,0,fitness,115,1,tablet,en,4422,647,216,0.0589,2714,high
male,35,96689,1063,0,health,105,0,iphone,fr,4785,583,52,0.0561,1858,low
female,39,16453,3211,0,books,100,1,android,es,796,69,68,0.0567,1096,medium
other,35,66073,2786,0,photography,136,1,android,es,3298,204,196,0.056,1980,low
male,55,95980,5727,0,music,135,1,iphone,es,4930,287,173,0.0562,1172,low
female,40,41652,454,0,art,174,0,android,fr,2064,239,82,0.0573,2542,medium
female,47,66956,6285,0,photography,133,1,tablet,en,3349,309,251,0.0584,1743,medium
male,41,67400,3129,0,books,147,1,tablet,tr,3458,391,241,0.0607,1383,high
male,51,75531,1467,0,politics,182,1,web,es,3756,323,140,0.0559,3454,low
male,52,36989,8987,0,gaming,139,1,tablet,tr,1913,201,95,0.0597,1288,high
male,38,14146,3100,0,health,155,1,tablet,de,701,95,33,0.0586,0,medium
female,36,78845,2847,0,finance,138,1,web,tr,3882,558,115,0.0578,281,medium
other,42,60477,9802,0,politics,184,1,web,tr,3047,326,139,0.0581,1532,medium
female,52,72515,9117,0,pets,106,0,android,en,3493,448,104,0.0558,3125,low
female,56,19965,5749,0,books,88,0,tablet,es,1029,58,77,0.0583,1267,medium
male,37,82873,5139,0,travel,149,1,iphone,fr,4141,592,276,0.0604,3020,high
male,19,45423,1299,0,memes,147,0,web,tr,2229,192,58,0.0546,2739,low
male,34,48536,9407,0,politics,150,1,iphone,de,2374,349,215,0.0605,162,high
female,59,40391,4007,1,fashion,116,1,web,es,2092,205,146,0.0605,2982,high
other,39,25482,5783,0,finance,85,1,android,en,1265,104,23,0.0546,3602,low
female,45,17881,6128,0,finance,144,0,tablet,fr,825,65,15,0.0506,824,low
female,30,97600,7268,0,memes,67,0,android,de,4893,345,97,0.0547,1637,low
female,34,70356,4004,0,travel,78,0,iphone,de,3362,308,150,0.0543,1392,low
male,30,57758,1313,0,books,146,1,tablet,fr,2911,270,282,0.06,3461,high
other,43,66103,4590,0,politics,148,1,tablet,es,3328,225,297,0.0582,2600,medium
female,25,41216,6815,0,food,129,0,android,de,1989,174,134,0.0557,2828,low
other,47,10403,9246,0,gaming,146,1,android,en,518,34,5,0.0535,0,low
other,42,58894,6751,0,fashion,88,0,android,en,2989,210,30,0.0548,243,low
other,58,71276,589,0,travel,162,0,web,en,3530,320,116,0.0556,2738,low
male,27,87625,6826,0,technology,109,1,iphone,de,4466,564,198,0.0597,3205,high
female,55,91196,9615,0,education,76,1,iphone,tr,4401,223,329,0.0543,3051,low
male,57,60888,3815,0,fitness,177,1,iphone,tr,3089,370,171,0.0596,1057,high
other,60,76195,6730,0,fitness,100,0,android,tr,3758,257,125,0.0543,0,low
female,33,11123,5654,0,finance,56,1,android,fr,554,54,54,0.0595,2469,high
other,28,15379,6859,0,fitness,101,0,web,es,758,56,20,0.0542,839,low
other,24,21518,4845,0,fashion,144,0,iphone,es,1093,153,81,0.0617,2086,high
male,23,75723,7934,0,food,85,0,android,en,3937,509,171,0.061,2027,high
female,55,8753,5219,0,fashion,215,0,tablet,de,432,43,23,0.0569,1929,medium
female,26,748,5697,0,finance,87,0,web,tr,40,4,1,0.0602,2635,high
female,22,44627,8633,0,fashion,137,1,web,en,2169,145,47,0.0529,2630,low
other,28,72459,2694,0,books,131,0,iphone,en,3599,384,71,0.0559,2995,low
female,31,71149,147,0,travel,96,0,android,tr,3552,405,343,0.0604,153,high
other,29,57818,2431,1,technology,172,1,tablet,de,2906,389,151,0.0596,206,high
female,29,3081,8864,0,fashion,120,1,iphone,en,151,20,5,0.0571,116,medium
male,18,182,5701,0,books,92,0,android,en,11,0,1,0.0659,2055,high
female,38,41655,9233,0,photography,203,1,android,de,2079,289,33,0.0576,1292,medium
other,27,16841,1547,0,pets,89,0,android,en,819,54,63,0.0556,3253,low
male,36,57089,1075,0,pets,104,0,iphone,tr,2764,148,210,0.0547,3123,low
female,31,91186,6703,0,photography,113,1,iphone,tr,4575,629,254,0.0599,792,high
male,44,2009,6121,0,health,191,0,android,en,117,15,4,0.0677,414,high
male,42,99055,9095,0,gaming,81,1,web,es,4977,474,300,0.0581,3370,medium
female,32,65019,9992,0,memes,111,0,tablet,en,3194,273,193,0.0563,253,low
female,42,4664,2991,0,photography,132,0,iphone,es,246,33,20,0.0641,2018,high
male,56,68491,7024,0,art,111,0,iphone,de,3404,388,220,0.0586,1627,medium
female,42,93450,8647,0,art,180,0,iphone,de,4610,635,305,0.0594,1798,high
female,34,46019,9434,0,art,133,1,android,en,2348,300,25,0.0581,2851,medium
male,26,29656,7161,0,health,142,0,android,de,1445,81,47,0.053,932,low
other,27,14628,4200,0,finance,177,1,tablet,tr,766,41,15,0.0562,0,low
male,58,12695,1521,0,music,166,1,tablet,tr,591,36,40,0.0525,3382,low
male,56,87774,5304,0,gaming,132,0,web,en,4438,557,238,0.0596,215,high
male,30,25827,8483,0,photography,142,0,tablet,fr,1324,138,48,0.0585,2294,medium
female,25,11948,5720,0,food,184,0,tablet,fr,597,78,39,0.0598,1097,high
male,46,58546,7423,0,memes,106,0,iphone,es,2864,321,45,0.0552,1518,low
female,27,23046,645,0,education,128,1,android,de,1130,121,57,0.0568,1268,medium
other,30,14301,7774,1,gaming,188,1,web,es,722,84,54,0.0601,3527,high
male,46,47065,9735,0,food,108,1,web,tr,2407,299,95,0.0595,1543,high
male,20,74174,9686,0,fitness,108,0,iphone,fr,3700,525,286,0.0608,1626,high
male,51,26912,139,0,gaming,102,0,iphone,tr,1363,188,131,0.0625,2855,high
male,21,52958,7571,0,travel,99,1,web,fr,2632,173,30,0.0535,2330,low
other,50,16828,491,0,gaming,125,1,iphone,fr,832,72,32,0.0556,0,low
other,56,20887,174,0,books,142,0,android,de,1043,55,17,0.0534,1073,low
male,39,45465,9341,0,fashion,149,1,web,de,2277,338,86,0.0594,2746,high
other,30,79420,8934,0,technology,137,0,web,en,3968,259,282,0.0568,1638,medium
male,24,47547,8398,0,fitness,168,1,tablet,de,2311,157,213,0.0564,2120,low
other,45,74481,6819,0,gaming,99,1,web,de,3677,475,323,0.0601,1420,high
male,46,63283,6273,1,fashion,118,0,iphone,de,3255,231,66,0.0561,3578,low
male,41,56994,657,0,photography,99,0,tablet,tr,2853,196,178,0.0566,1687,low
female,29,8802,2257,0,education,110,0,android,tr,458,61,35,0.0629,3171,high
female,51,3545,9426,0,education,168,1,iphone,es,181,10,10,0.0567,2911,medium
female,50,7430,6189,0,books,129,0,web,fr,371,28,5,0.0544,2717,low
female,28,47574,4293,0,memes,115,0,iphone,fr,2329,206,51,0.0544,3280,low
male,57,62240,2887,0,technology,215,0,tablet,en,3101,357,190,0.0586,3408,medium
male,31,45778,3429,0,art,89,1,android,fr,2203,234,113,0.0557,3459,low
male,36,21681,3744,0,technology,142,0,android,fr,1050,73,103,0.0565,719,low
female,25,62156,8384,0,fitness,83,1,tablet,en,3130,292,249,0.0591,0,high
other,35,30852,9758,0,fashion,70,1,web,tr,1571,201,136,0.0618,1664,high
male,33,63585,8558,0,travel,111,1,android,fr,3225,181,92,0.055,2751,low
male,32,52332,5664,0,memes,146,1,iphone,en,2614,227,101,0.0562,1820,low
male,34,15198,7265,0,fashion,177,1,iphone,en,769,72,55,0.059,0,high
female,47,94070,5934,0,technology,149,1,web,en,4590,672,86,0.0569,22,medium
female,53,89897,6316,0,fitness,146,1,android,es,4613,606,163,0.0599,2465,high
other,43,84588,4938,0,health,198,0,web,tr,4144,571,212,0.0582,402,medium
female,34,709,2197,0,fashion,114,0,android,en,37,5,2,0.0621,3570,high
male,54,8004,1057,0,fitness,81,1,tablet,es,351,39,11,0.0501,1662,low
other,58,36597,1958,0,pets,78,1,tablet,fr,1891,198,86,0.0594,2522,high
other,43,41582,7830,0,technology,122,0,android,en,2094,129,137,0.0568,0,medium
male,45,62223,4257,0,art,69,1,android,fr,3005,283,136,0.055,0,low
male,56,34236,7802,0,politics,108,0,iphone,en,1679,177,166,0.0591,1797,high
male,46,49008,1129,0,health,113,1,android,en,2438,227,207,0.0586,181,medium
other,58,10782,2367,0,food,190,0,web,en,579,65,54,0.0647,996,high
other,20,14696,6766,0,art,76,1,iphone,de,708,36,38,0.0532,3252,low
female,17,53828,8665,0,books,103,1,tablet,tr,2774,144,112,0.0563,27,low
female,51,75650,1090,0,politics,188,0,android,de,3664,496,141,0.0569,1180,medium
male,33,44339,7555,0,fitness,89,1,web,tr,2226,312,134,0.0603,1191,high
female,37,50101,9276,0,education,118,0,tablet,de,2438,345,25,0.056,2101,low
male,22,3000,4672,0,music,151,1,android,es,167,12,2,0.0603,438,high
male,43,72520,2138,1,fashion,81,0,iphone,fr,3623,303,163,0.0564,146,low
male,40,72967,4557,0,food,95,1,iphone,es,3608,463,294,0.0598,1472,high
male,25,23977,608,0,education,79,1,iphone,tr,1273,171,126,0.0655,891,high
female,22,88308,7311,0,memes,113,1,iphone,de,4408,493,411,0.0602,1219,high
other,37,56541,7919,0,gaming,108,1,iphone,tr,2767,147,68,0.0527,577,low
female,58,21745,2336,1,technology,90,0,android,tr,1111,164,89,0.0627,231,high
other,56,45929,3528,1,memes,181,1,android,tr,2314,291,108,0.0591,3401,high
other,30,13704,146,0,politics,88,0,iphone,tr,651,56,60,0.056,1362,low
male,57,54849,7291,0,photography,196,0,iphone,fr,2675,344,103,0.0569,3321,medium
female,23,80303,663,0,pets,136,1,web,fr,3970,498,183,0.0579,284,medium
other,56,21945,8483,0,music,114,0,tablet,de,1119,58,41,0.0555,2300,low
female,31,48780,583,0,fitness,160,1,tablet,fr,2396,122,37,0.0524,3109,low
female,56,78725,6416,0,fitness,120,0,android,tr,3957,518,289,0.0605,302,high
female,17,53196,4293,0,politics,131,1,web,en,2583,129,216,0.055,2314,low
female,42,66174,4117,0,fitness,75,1,android,fr,3391,436,220,0.0612,2976,high
other,41,89335,685,0,books,106,1,web,es,4537,393,432,0.06,439,high
